FIPS,CD,Geographic Name,Geographic Subtype,Total Vote,Democratic,Republican,Independent,Libertarian,Green,Constitution,CA Democratic,CA Republican,Unity,Write-ins,Independent American,Conservative,Working Families,Working Class,State1,State2,State3,State4,State5,State6,State7,State8
fips,cd,name,type,totalvote,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18,vote19,vote20,vote21,vote22
1049,1049_4,DeKalb,County,17094,1729,14935,0,415,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
1051,1051_2,Elmore,County,25728,4954,20264,0,502,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1053,1053_1,Escambia,County,7862,0,7098,0,737,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
1053,1053_2,Escambia,County,291,91,197,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,1055_4,Etowah,County,25986,4786,20664,0,528,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1057,1057_4,Fayette,County,5503,661,4757,0,83,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1059,1059_4,Franklin,County,7425,827,6456,0,140,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1061,1061_2,Geneva,County,7965,792,7058,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,1063_7,Greene,County,2973,2411,535,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1065,1065_7,Hale,County,5196,2990,2138,0,61,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1067,1067_2,Henry,County,6713,1588,5028,0,95,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1069,1069_2,Houston,County,27420,5970,20925,0,511,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1071,1071_5,Jackson,County,13331,1547,11531,0,236,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
1073,1073_6,Jefferson,County,93115,0,73787,0,17808,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0
1073,1073_7,Jefferson,County,79346,58054,19885,0,1377,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1075,1075_4,Lamar,County,4373,430,3880,0,61,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1077,1077_4,Lauderdale,County,10415,2820,7338,0,251,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1077,1077_5,Lauderdale,County,15287,2512,12468,0,300,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1079,1079_4,Lawrence,County,10688,1885,8563,0,236,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1081,1081_3,Lee,County,40328,12144,26341,882,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,1083_5,Limestone,County,31094,6901,23174,0,976,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
1085,1085_7,Lowndes,County,4053,2827,1175,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,1087_3,Macon,County,5325,3914,1207,140,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,1089_5,Madison,County,119858,45565,69665,0,4383,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0
1091,1091_7,Marengo,County,7251,3603,3542,0,104,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1093,1093_4,Marion,County,8407,583,7666,0,153,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1095,1095_4,Marshall,County,24205,2396,21258,0,545,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1097,1097_1,Mobile,County,82440,0,64788,0,16764,0,0,0,0,0,888,0,0,0,0,0,0,0,0,0,0,0,0
1099,1099_1,Monroe,County,4937,0,4292,0,625,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1101,1101_2,Montgomery,County,43487,22485,20219,0,747,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
1101,1101_7,Montgomery,County,13820,12223,1408,0,180,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
1103,1103_5,Morgan,County,31992,5941,25150,0,845,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
1105,1105_7,Perry,County,3176,2335,802,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,1107_7,Pickens,County,6524,2450,3958,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,1109_2,Pike,County,8100,2704,5281,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,1111_3,Randolph,County,6584,928,5465,114,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,1113_3,Russell,County,11523,5219,5986,179,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,1115_3,St. Clair,County,27846,3674,23167,511,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,1117_6,Shelby,County,61815,0,52980,0,8281,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0
1119,1119_7,Sumter,County,3865,2787,1045,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,1121_3,Talladega,County,21602,6595,14311,449,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,1123_3,Tallapoosa,County,13536,2820,10352,224,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125_4,Tuscaloosa,County,13214,2169,10718,0,322,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1125,1125_7,Tuscaloosa,County,38235,17240,20138,0,831,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
1127,1127_4,Walker,County,17789,2022,15397,0,365,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1129,1129_1,Washington,County,4922,0,4570,0,342,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1131,1131_7,Wilcox,County,3850,2604,1211,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,1133_4,Winston,County,6924,398,6358,0,159,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2701,2701_1,District 1,Election District,5525,2369,1495,0,99,0,0,0,1548,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2702,2702_1,District 2,Election District,5562,3160,1451,0,85,0,0,0,853,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2703,2703_1,District 3,Election District,6840,4208,1286,0,107,0,0,0,1236,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2704,2704_1,District 4,Election District,5692,4264,594,0,61,0,0,0,766,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2705,2705_1,District 5,Election District,4122,1980,1235,0,81,0,0,0,808,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2706,2706_1,District 6,Election District,7827,3518,2134,0,151,0,0,0,2013,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2707,2707_1,District 7,Election District,6090,1839,2458,0,109,0,0,0,1677,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2708,2708_1,District 8,Election District,7270,1962,2935,0,129,0,0,0,2211,0,33,0,0,0,0,0,0,0,0,0,0,0,0
2709,2709_1,District 9,Election District,8332,4274,1445,0,98,0,0,0,2488,0,27,0,0,0,0,0,0,0,0,0,0,0,0
2710,2710_1,District 10,Election District,5947,2955,1389,0,73,0,0,0,1521,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2711,2711_1,District 11,Election District,6678,3285,1446,0,76,0,0,0,1868,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2712,2712_1,District 12,Election District,5531,3036,1087,0,78,0,0,0,1317,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2713,2713_1,District 13,Election District,4705,2480,1066,0,77,0,0,0,1061,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2714,2714_1,District 14,Election District,4744,3044,814,0,65,0,0,0,814,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2715,2715_1,District 15,Election District,6348,3249,1323,0,93,0,0,0,1675,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2716,2716_1,District 16,Election District,6597,4050,1021,0,83,0,0,0,1431,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2717,2717_1,District 17,Election District,4769,3333,576,0,58,0,0,0,768,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2718,2718_1,District 18,Election District,1708,957,393,0,37,0,0,0,316,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2719,2719_1,District 19,Election District,2885,1875,537,0,46,0,0,0,424,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2720,2720_1,District 20,Election District,4292,2595,746,0,50,0,0,0,890,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2721,2721_1,District 21,Election District,5889,3173,1180,0,65,0,0,0,1442,0,29,0,0,0,0,0,0,0,0,0,0,0,0
2722,2722_1,District 22,Election District,3221,1690,753,0,63,0,0,0,705,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2723,2723_1,District 23,Election District,6763,2812,1800,0,140,0,0,0,2008,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2724,2724_1,District 24,Election District,6635,2356,1790,0,102,0,0,0,2364,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2725,2725_1,District 25,Election District,6985,2339,2208,0,112,0,0,0,2300,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2726,2726_1,District 26,Election District,6001,1446,2550,0,114,0,0,0,1882,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2727,2727_1,District 27,Election District,5440,1309,2388,0,103,0,0,0,1632,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2728,2728_1,District 28,Election District,5777,1617,2151,0,97,0,0,0,1896,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2729,2729_1,District 29,Election District,6705,1977,2357,0,144,0,0,0,2218,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2730,2730_1,District 30,Election District,6647,1987,2808,0,136,0,0,0,1697,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2731,2731_1,District 31,Election District,4364,2229,1179,0,105,0,0,0,844,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2732,2732_1,District 32,Election District,2808,1098,990,0,84,0,0,0,630,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2733,2733_1,District 33,Election District,5464,1313,2501,0,178,0,0,0,1463,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2734,2734_1,District 34,Election District,6387,2769,1982,0,217,0,0,0,1405,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2735,2735_1,District 35,Election District,6461,3606,1540,0,143,0,0,0,1165,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2736,2736_1,District 36,Election District,6191,2865,1789,0,128,0,0,0,1379,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2737,2737_1,District 37,Election District,2509,1548,507,0,41,0,0,0,388,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2738,2738_1,District 38,Election District,2747,2304,236,0,22,0,0,0,182,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2739,2739_1,District 39,Election District,2862,2277,329,0,26,0,0,0,220,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2740,2740_1,District 40,Election District,1943,1331,318,0,27,0,0,0,259,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2799,2799_1,Overseas,Overseas,66,59,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4001,4001_2,Apache,County,18793,12978,5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,4003_6,Cochise,County,32513,10587,21926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,4003_7,Cochise,County,6361,4051,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,4005_2,Coconino,County,46957,30236,16721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,4007_2,Gila,County,22249,7753,14496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,4009_2,Graham,County,527,477,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,4009_6,Graham,County,10178,2324,7854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,4011_6,Greenlee,County,2418,878,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,4012_9,La Paz,County,4256,0,4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,4013_1,Maricopa,County,307087,155558,151529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,4013_2,Maricopa,County,307,269,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,4013_3,Maricopa,County,120958,93007,27951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,4013_4,Maricopa,County,215332,123036,92296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,4013_5,Maricopa,County,213298,85192,115449,12657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,4013_7,Maricopa,County,18492,11429,7063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,4013_8,Maricopa,County,161344,0,161344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,4013_9,Maricopa,County,86346,0,86346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,4015_2,Mohave,County,193,129,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,4015_9,Mohave,County,63070,0,63070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,4017_2,Navajo,County,34641,16556,18085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,4019_6,Pima,County,224041,121046,102995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,4019_7,Pima,County,103756,68895,34861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,4021_2,Pinal,County,48634,21911,26723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,4021_5,Pinal,County,45141,15083,27782,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,4021_6,Pinal,County,27288,11931,15357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,4021_7,Pinal,County,1456,506,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,4023_7,Santa Cruz,County,12965,8106,4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,4025_2,Yavapai,County,120825,43544,77281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,4027_7,Yuma,County,19912,11177,8735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,4027_9,Yuma,County,19148,0,19148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,5001_1,Arkansas,County,4425,1046,3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,5003_4,Ashley,County,5416,1240,4075,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,5005_1,Baxter,County,15452,3082,12370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,5007_3,Benton,County,90414,27810,59267,0,3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,5009_1,Boone,County,12591,2158,10433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,5011_4,Bradley,County,2571,707,1806,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,5013_4,Calhoun,County,1562,281,1250,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,5015_3,Carroll,County,8985,2807,5892,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,5017_1,Chicot,County,3312,1668,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,5019_4,Clark,County,5971,2085,3717,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,5021_1,Clay,County,3916,723,3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,5023_2,Cleburne,County,9982,1269,8285,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,5025_4,Cleveland,County,2620,368,2185,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,5027_4,Columbia,County,6046,1734,4182,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,5029_2,Conway,County,6557,1753,4538,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,5031_1,Craighead,County,27378,8116,19262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,5033_3,Crawford,County,17286,2975,13736,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,5035_1,Crittenden,County,10535,5096,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,5037_1,Cross,County,4873,1096,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,5039_4,Dallas,County,2037,631,1354,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,5041_1,Desha,County,2860,1265,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,5043_4,Drew,County,5200,1561,3497,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,5045_2,Faulkner,County,39787,11308,26397,0,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,5047_4,Franklin,County,5211,892,4162,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,5049_1,Fulton,County,3950,746,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,5051_4,Garland,County,32968,8370,23453,0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,5053_4,Grant,County,6271,834,5285,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,5055_1,Greene,County,11466,2138,9328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,5057_4,Hempstead,County,4483,1106,3280,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,5059_4,Hot Spring,County,9665,1988,7371,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,5061_4,Howard,County,3612,854,2681,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,5063_1,Independence,County,10401,1919,8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,5065_1,Izard,County,4525,744,3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,5067_1,Jackson,County,3984,1005,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,5069_4,Jefferson,County,16803,9072,7294,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,5071_4,Johnson,County,6909,1419,5250,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,5073_4,Lafayette,County,1941,590,1310,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,5075_1,Lawrence,County,4556,802,3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,5077_1,Lee,County,1867,917,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,5079_1,Lincoln,County,2675,635,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,5081_4,Little River,County,3766,776,2885,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,5083_4,Logan,County,6192,997,4996,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,5085_1,Lonoke,County,22138,4663,17475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,5087_3,Madison,County,5636,1055,4400,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089,5089_1,Marion,County,5004,842,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,5091_4,Miller,County,11189,2354,8587,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5093,5093_1,Mississippi,County,8514,3319,5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5095,5095_1,Monroe,County,2079,856,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,5097_4,Montgomery,County,3121,492,2548,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099,5099_4,Nevada,County,2436,714,1678,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,5101_4,Newton,County,3039,489,2462,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,5103_4,Ouachita,County,6938,2583,4185,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,5105_2,Perry,County,3746,659,2901,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,5107_1,Phillips,County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,5109_4,Pike,County,3693,450,3151,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,5111_1,Poinsett,County,5504,990,4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,5113_4,Polk,County,6846,873,5732,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,5115_4,Pope,County,16960,3413,12996,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,5117_1,Prairie,County,2575,394,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,5119_1,Pulaski,County,2180,1399,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,5119_2,Pulaski,County,113598,57214,51642,0,4742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,5119_4,Pulaski,County,6382,4369,1826,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,5121_1,Randolph,County,5196,881,4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,5123_1,St. Francis,County,4971,2404,2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,5125_2,Saline,County,42961,9749,30903,0,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,5127_4,Scott,County,2908,332,2488,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,5129_1,Searcy,County,2908,390,2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
